sentence,sentiment,topic,processed_text
cô rất nhiệt tình chỉ dạy cho lớp và luôn giúp những bạn yếu kém vươn lên học tốt hơn .,2,general,cô rất nhiệt_tình chỉ dạy cho lớp và luôn giúp những bạn yếu_kém vươn lên học tốt hơn
"thực hành nhiều , làm bài tại lớp càng nhiều càng tốt , đưa ra nhiều ví dụ về nhiều trường hợp và một số trường hợp phát sinh .",0,general,thực_hành nhiều làm bài tại lớp càng nhiều càng tốt đưa ra nhiều ví_dụ về nhiều trường_hợp và một_số trường_hợp phát_sinh
"thay vì thế , giảng viên nên tập trung vào các công nghệ được ngôn ngữ lập trình hỗ trợ và cách sử dụng chúng hiệu quả , việc hướng dẫn lập trình nên đưa vào các buổi thực hành .",0,general,thay_vì_thế giảng_viên nên tập_trung vào các công_nghệ được ngôn_ngữ lập_trình hỗ_trợ và cách sử_dụng chúng hiệu_quả việc hướng_dẫn lập_trình nên đưa vào các buổi thực_hành
"đề nghị việc giảng viên vào những lúc cuối kỳ , thời gian chuẩn bị báo cáo đồ án , chuẩn bị thi .",0,general,đề_nghị việc giảng_viên vào những lúc cuối kỳ thời_gian chuẩn_bị báo_cáo đồ_án chuẩn_bị thi
điều này gây mất công bằng và không đánh giá được đúng năng lực học tập của các bạn .,0,general,điều này gây mất_công_bằng và không đánh_giá được đúng năng_lực học_tập của các bạn
giảng viên nhiệt tình và công tâm .,2,general,giảng_viên nhiệt_tình và công_tâm
nếu thầy có thể lên lớp đúng giờ thì tuyệt ạ !,0,general,nếu thầy có_thể lên_lớp đúng giờ thì tuyệt_ạ
hay giúp đỡ sinh viên khi không hiểu bài và nhiệt huyết trong công việc .,2,general,hay giúp_đỡ sinh_viên khi không hiểu bài và nhiệt_huyết trong công_việc
thầy giảng dễ hiểu và kích thích sáng tạo và tìm tòi của sinh viên .,2,general,thầy giảng dễ hiểu và kích_thích sáng_tạo và tìm_tòi của sinh_viên
cô hay mất rất nhiều thời gian cho bài học và lịch học bù khá nhiều .,0,general,cô hay mất rất nhiều thời_gian cho bài_học và lịch_học bù khá nhiều
"rất nhiệt tình , nhưng cách truyền đạt của thầy và sự tiếp thu của sinh viên còn ít , các hoạt động trao đổi trên moodle rất hạn chế .",0,general,rất nhiệt_tình nhưng cách truyền_đạt của thầy và sự tiếp_thu của sinh_viên còn ít các hoạt_động trao_đổi trên moodle rất hạn_chế
cách trình bày giữa thầy thực hành và thầy lý thuyết khác nhau .,1,general,cách trình_bày giữa thầy thực_hành và thầy lý_thuyết khác nhau
thầy nhiệt tình lắm .,2,general,thầy nhiệt_tình lắm
với một môn nhập môn mà thầy đòi hỏi bọn em quá cao làm bọn em hơi áp lực .,0,general,với một môn nhập_môn mà thầy đòi_hỏi bọn em quá cao làm bọn em hơi áp_lực
"rồi giống như không muốn nghe nữa vậy , cho thời gian báo cáo là 15 phút , nhưng khi chưa kịp nói gì thì thầy nói chuyển , được khoảng 5 phút thì xong , không cho báo cáo nữa !",0,general,rồi giống như không muốn nghe nữa vậy cho thời_gian báo_cáo là 15 phút nhưng khi chưa kịp nói gì thì thầy nói chuyển được khoảng 5 phút thì xong không cho báo_cáo nữa
một giáo viên tâm huyết với nghề .,2,general,một giáo_viên tâm_huyết với nghề
quá nhiều kiến thức để nhớ .,0,general,quá nhiều kiến_thức để nhớ
cách truyền đạt kiến thức cho sinh viên .,1,general,cách truyền_đạt kiến_thức cho sinh_viên
"cung cấp slide , kiến thức , truyền dạt tốt .",2,general,cung_cấp slide kiến_thức truyền dạt tốt
đề thi thực hành quá dài .,0,general,đề thi_thực_hành quá dài
"không cung cấp slide , vô dạy nói tùm lum tà la không liên quan đến môn học , dạy một tí bảo chép slide rồi cầm tờ báo ngồi đọc .",0,general,không cung_cấp slide vô_dạy nói tùm_lum tà_la không liên_quan đến môn_học dạy một_tí bảo chép slide rồi cầm tờ báo ngồi đọc
thầy nghiêm túc quá .,0,general,thầy nghiêm_túc quá
cô dạy rất nhiệt tình và tận tụy .,2,general,cô dạy rất nhiệt_tình và tận tụy
"không chú ý yêu cầu , giải đáp của sinh viên .",0,general,không chú_ý yêu_cầu giải_đáp của sinh_viên
tốt ạ .,2,general,tốt ạ
thầy không cho slide và lên lớp chủ yếu là chép slide .,0,general,thầy không cho slide và lên_lớp chủ_yếu là chép slide
nhiệt tình về giảng dạy .,2,general,nhiệt_tình về giảng_dạy
giáo trình môn học cần xác định cho phù hợp với thực lực và trình độ của sinh viên .,0,general,giáo_trình môn_học cần xác_định cho phù_hợp với thực_lực và trình_độ của sinh_viên
hay đến trễ .,0,general,hay đến trễ
thầy nên đổi mới cách dạy để bài học trở nên sinh động hơn .,0,general,thầy nên đổi_mới cách dạy để bài_học trở_nên sinh_động hơn
i love thầy !,2,general,i love thầy
cô wzjwz303 là một người cô dạy có tâm nhất mà em gặp từ lúc sinh ra tới giờ .,2,general,cô wzjwz303 là một người cô dạy có tâm nhất mà em gặp từ lúc sinh ra tới giờ
cô rất quan tâm đến tình hình học tập của lớp .,2,general,cô rất quan_tâm đến tình_hình học_tập của lớp
"học bù cũng không hỏi ý kiến sinh viên có trùng với môn khác không , học bù lại còn điểm danh .",0,general,học bù cũng không hỏi ý_kiến sinh_viên có trùng với môn khác không học bù lại còn điểm_danh
giảng hay minh họa sinh động .,2,general,giảng hay minh_họa sinh_động
"giáo viên thực hành cần năng động hơn , thầy có vẻ hơi thụ động trong giờ thực hành , không tạo cảm hứng cho sinh viên .",0,general,giáo_viên thực_hành cần năng_động hơn thầy có_vẻ hơi thụ_động trong giờ thực_hành không tạo cảm_hứng cho sinh_viên
có những hoạt động giúp giờ học sinh động .,2,general,có những hoạt_động giúp giờ học_sinh động
"nhiều lúc báo cáo tiến độ đồ án , khi không hài lòng , giảng viên đã nói thẳng với sinh viên là rớt môn dù cho còn 1 tháng nữa mới đến ngày báo cáo cuối kỳ .",0,general,nhiều lúc báo_cáo tiến_độ đồ_án khi không hài_lòng giảng_viên đã nói_thẳng với sinh_viên là rớt môn dù cho còn 1 tháng nữa mới đến ngày báo_cáo cuối kỳ
cô rất tận tình giúp đỡ chúng em trong học tập .,2,general,cô rất tận_tình giúp_đỡ chúng_em trong học_tập
thầy giảng quá nhanh .,0,general,thầy giảng quá nhanh
"ngược lại đề thi nên cho những câu hỏi khó , nhưng thời gian thi rộng để sinh viên có thời gian động não suy nghĩ các giải tăng được tư duy suy luận và sáng tạo hơn là khả năng học thuộc bài như kiểu trên thích hợp cho ngành khác .",0,general,ngược_lại đề_thi nên cho những câu hỏi khó nhưng thời_gian thi rộng để sinh_viên có thời_gian động_não suy_nghĩ các giải tăng được tư_duy suy_luận và sáng_tạo hơn là khả_năng học thuộc bài như kiểu trên thích_hợp cho ngành khác
"thầy giảng chậm lại , từ dễ tới khó để học sinh tiếp thu tốt hơn .",0,general,thầy giảng chậm lại từ dễ tới khó để học_sinh tiếp_thu tốt hơn
rất hài lòng !,2,general,rất hài_lòng
đề thực hành hay và khó .,2,general,đề thực_hành hay và khó
"giáo viên giảng dạy nhiệt tình , tận tâm , dạy hay , dễ hiểu .",2,general,giáo_viên giảng_dạy nhiệt_tình tận_tâm dạy hay dễ hiểu
không truyền tải hết nội dung chương trình .,0,general,không truyền_tải hết nội_dung chương_trình
giảng dạy nhiệt tình tâm huyết .,2,general,giảng_dạy nhiệt_tình tâm_huyết
lịch thực hành ban ra quá trễ !,0,general,lịch thực_hành ban ra quá trễ
không .,1,general,không
"chưa nhận thấy có điểm nào chưa tốt , sinh viên học môn này từ cô wzjwz85 rất vui và tiếp thu bài rất tốt .",2,general,chưa nhận thấy có điểm nào chưa tốt sinh_viên học môn này từ cô wzjwz85 rất vui và tiếp_thu bài rất tốt
"giảng viên có phong cách giảng dạy chưa phù hợp , khiến sinh viên cảm thấy xa rời với nội dung môn học .",0,general,giảng_viên có phong_cách giảng_dạy chưa phù_hợp khiến sinh_viên cảm_thấy xa_rời với nội_dung môn_học
công dụng nó là gì ?,0,general,công_dụng nó là gì
"bộ kit thực hành cần được nâng cấp để không xảy ra tình trạng hư , trục trặc .",0,general,bộ kit thực_hành cần được nâng_cấp để không xảy ra tình_trạng hư trục_trặc
"bài tập thì không còn như thời cấp 3 chỉ có vài dạng cơ bản , số lượng cũng như độ khó ngày càng tăng , thời gian của sinh viên cũng chẳng phải dư dả , sinh viên cũng cần phải đầu tư cho các môn học khác , nên cách đưa ra những công thức trọng tâm , những bài tập cần và đủ của thầy khiến em một nữ sinh viên cảm thấy hứng thú hơn khi học vật lý , một học dường như chỉ dành cho các bạn nam .",0,general,bài_tập thì không còn như thời cấp 3 chỉ có vài dạng cơ_bản số_lượng cũng như độ khó ngày_càng tăng thời_gian của sinh_viên cũng chẳng phải dư_dả sinh_viên cũng cần phải đầu_tư cho các môn_học khác nên cách đưa ra những công_thức trọng_tâm những bài_tập cần và đủ của thầy khiến em một nữ sinh_viên cảm_thấy hứng_thú hơn khi học vật_lý một học dường_như chỉ dành cho các bạn nam
thầy nhiệt tình ở chỗ giảng dạy nhiều thứ cho sinh viên .,2,general,thầy nhiệt_tình ở chỗ giảng_dạy nhiều thứ cho sinh_viên
cô rất nhiệt tình chu đáo .,2,general,cô rất nhiệt_tình chu_đáo
"nhiệt tình , biết cách truyền đạt .",2,general,nhiệt_tình biết cách truyền_đạt
chưa nêu bật được ứng dụng thực tiễn của môn học .,0,general,chưa nêu bật được ứng_dụng thực_tiễn của môn_học
"giảng viên gần gũi , giúp đỡ sinh viên rất nhiều trong học tập trên lớp .",2,general,giảng_viên gần_gũi giúp_đỡ sinh_viên rất nhiều trong học_tập trên lớp
"giảng viên dạy thực hành là wzjwz235 , không phải wzjwz236 !",0,general,giảng_viên dạy thực_hành là wzjwz235 không phải wzjwz236
"giảng viên muốn cho bọn em hiểu được môi trường làm việc sau này là như thế nào , nhưng khi mà bọn còn đang trong thời gian đi học , còn chưa đủ kiến thức nền tảng thì không nên dạy và học theo kiểu như vậy , trong suốt quá trình môn học bọn em mơ hồ về việc thầy đang muốn truyền đạt điều gì đến bọn em và việc bọn em cần phải làm những gì !",0,general,giảng_viên muốn cho bọn em hiểu được môi_trường làm_việc sau_này là như_thế_nào nhưng khi mà bọn còn đang trong thời_gian đi học còn chưa đủ kiến_thức nền_tảng thì không nên dạy và học theo kiểu như_vậy trong suốt quá_trình môn_học bọn em mơ_hồ về việc thầy đang muốn truyền_đạt điều gì đến bọn em và việc bọn em cần phải làm những gì
em thấy số buổi thực hành quá ít và kiến thức truyền tải chẳng được bao nhiêu vì vậy nên mong trường đổi về hình thức 1 các môn thực hành này !,0,general,em thấy số buổi thực_hành quá ít và kiến_thức truyền_tải chẳng được bao_nhiêu vì_vậy nên mong_trường đổi về hình_thức 1 các môn thực_hành này
nhìn thấy hơi nghiêm ( khách quan thôi ạ ) .,1,general,nhìn thấy hơi nghiêm khách_quan thôi ạ
dạy nhanh quá .,0,general,dạy nhanh quá
em rất hài lòng về hoạt động giảng dạy của thầy .,2,general,em rất hài_lòng về hoạt_động giảng_dạy của thầy
giảng bài nhựa nhựa nghe buồn ngủ .,0,general,giảng bài nhựa nhựa nghe buồn ngủ
nhiều thử thách cho sinh viên .,0,general,nhiều thử_thách cho sinh_viên
"giảng viên lên lớp đúng giờ , tận tâm với sinh viên và nhiệt tình giảng dạy , hướng dẫn .",2,general,giảng_viên lên lớp đúng giờ tận_tâm với sinh_viên và nhiệt_tình giảng_dạy hướng_dẫn
