sentence,sentiment,topic
nếu thỉnh thoảng thầy bù lịch học thì em không nói ạ .,1,general
cho điểm chấm bài tập không công bằng .,0,general
thầy cũng ít quan tâm đến ý kiến của học sinh .,0,general
"thầy dạy về lý thuyết thì hơi khó hiểu , khó tiếp thu cho lắm .",0,general
"giảng viên trình bày dễ hiểu , theo sát bài học .",2,general
"thầy dạy tận tâm , truyền đạt tốt .",2,general
phát âm tốt .,2,general
giáo viên rất tận tình và dễ thương .,2,general
"cần đi sát thực tiễn , kèm thực hành nhiều hơn lý thuyết để không bị nhàm chán .",0,general
giảng viên linh động cung cấp tài liệu cho sinh viên trong và ngoài hệ thống moodle .,2,general
"cô dạy dễ hiểu , nhiệt tình .",2,general
"cần có giáo trình cụ thể , riêng và phù hợp với nội dung học trong trường .",0,general
"tiết học thú vị , giảng viên dạy hay .",2,general
hình như thầy không dùng moodle .,0,general
thầy giảng đôi lúc khó hiểu .,0,general
cách giảng bài của thầy chưa thu hút được nhiều sinh viên .,0,general
"giảng viên truyền đạt chưa tốt , giảng viên chỉ nói về nội dung bài học mà không có hoạt động cho sinh viên ( như đặt câu hỏi thảo luận , làm bài tập ) .",0,general
"cuối kỳ 100% là bài tập , mà cơ bản thì mình không thấy thầy đứng lên trong lúc dạy lần nào , chỉ ngồi yên đó đọc slide thôi , slide tiếng anh , chỗ dịch tiếng việt , chỗ thì không dịch , cũng khó học , nên chỉ lên mạng học thôi .",0,general
"cần đặt mục tiêu rõ ràng nhất từ môn học và môn học cần được học ở sinh viên năm nhất , vì lúc vào sinh viên còn rất ngỡ ngàng với các khoa và các môn học sẽ học vì thế nên học trước để tạo tâm lý , cũng như sinh viên phải biết mình cần làm gì , tạo nên sự chủ động trong học tập và làm việc .",0,general
"cần cài các phần mềm học tập mới , chính xác ví dụ doubledot visual studio 2010 hoặc 2012 để sinh viên học tập tốt hơn .",0,general
thầy thường xuyên đi trễ trong các buổi học .,0,general
"thầy tận tâm , nhiệt tình , giúp đỡ sinh viên , sẵn sàng giải đáp thắc mắc của sinh viên .",2,general
cho bài tập khó ngay khi vừa giảng xong .,0,general
"giảng viên tận tâm , nhiệt tình với sinh viên , luôn lắng nghe , giải đáp tất cả các thắc mắc của sinh viên , luôn tạo được ngữ cảnh cho sinh viên thảo luận về bài học .",2,general
thắc mắc ngay tại lớp những cái mình không hiểu .,1,general
giáo viên rất thân thiện .,2,general
"ví dụ như mục quy hoạch động là mục em thích thú nhưng cô nói đây là mục khó , cô dạy chỉ những ví dụ cực kỳ cơ bản .",0,general
"nếu thầy đã không đảm bảo giờ lên lớp , thì khi ra bài thi và đề cương ôn tập nên chú ý đến việc rõ ràng , hướng dẫn rõ sinh viên biết mình phải học gì .",0,general
"giảng dễ hiểu , kỹ , có chút nghiêm khắc .",2,general
không hiệu quả và khó hiểu trong cách dạy .,0,general
chưa sử dụng hệ thống moodle .,0,general
"thầy cũng hay áp đặt suy nghĩ mình lên sinh viên , ý tưởng của sinh viên , tương lai của sinh viên , thầy không có quyền ép sinh viên phải nghĩ thế này thế kia , hay phải suy nghĩ theo ý thầy .",0,general
"thầy chấm đồ án quá gắt , nguy cơ rớt môn rất cao .",0,general
"tận tâm , cho nhiều bài tập .",2,general
giảng viên không sử dụng hệ thống website môn học trong quá trình giảng dạy .,0,general
có nhiều hoạt động trên lớp .,2,general
đa phần bài thực hành đã được làm từ những bài tập về nhà của thầy x .,1,general
"phương pháp dạy của thầy chưa phù hợp , gây khó hiểu cho sinh viên .",0,general
thời gian tăng từ 4 tiết lên đến 5 tiết khiến sinh viên mệt mỏi và thiếu tập trung ở cuối giờ học .,0,general
cô dạy rất nhiệt tình và hay .,2,general
"thầy dạy rất hay nhưng lại hay nghỉ , có một số buổi thầy nghỉ nhưng không báo làm sinh viên đến lớp .",0,general
thầy vui tính dể tiếp thu bài .,2,general
bài giảng .,1,general
giảng viên vui vẻ thân thiện với học sinh .,2,general
"giảng viên tận tâm , nhiệt tình đới với sinh viên .",2,general
luôn tìm cách giúp đỡ sinh viên .,2,general
để tiện cho sinh viên xếp lịch .,1,general
môn học cần phân bố hợp lý thời gian cũng như các phần của môn học giúp sinh viên học tốt hơn môn học này .,0,general
"cô giảng bài rất nhanh , mong cô sẽ dạy chậm lại để sinh viên kịp hiểu vấn đề .",2,general
giảng dạy hiệu quả .,2,general
"thầy giảng rất chi tiết , rất nhiệt tình .",2,general
nghỉ phải thông báo trước cho lớp .,0,general
"giảng viên có khả năng truyền đạt , liên hệ thực tiễn giảng viên nhiệt tình , tận tâm .",2,general
"yêu cầu của giảng viên quá cao trong khi cái mà sinh viên học được lại quá ít hầu như không có gì ngoài việc dịch các cuốn sách mà không hiểu đúng sai , trong khi dù đúng hay sai cũng không không được giảng viên chỉ ra .",0,general
"cần có tài liệu , giáo trình của trường một cách cụ thể và cập nhật hơn .",0,general
nên có thêm nhiều bài tập về nhà để củng cố kiến thức .,0,general
"tháng học môn kiến trúc máy tính 4 ngày , nghỉ 3 ngày , bù trùng lịch 3 môn không học được rớt tốn tiền .",0,general
"cập nhật slide mới , tài liệu slide cũ có nhiều điểm khác slide mới không cập nhât đúng thứ tự , ví dụ .",0,general
cô dạy rất có tâm và chuyên môn tốt colonsmile .,2,general
điều này xảy ra ở mọi tiết học .,0,general
nên bổ xung phần thực hành !,0,general
"tận tình , dễ hiểu .",2,general
cô nên cho học sinh thêm nhiều slide .,0,general
cô cho ví dụ minh họa dễ hiểu .,2,general
phòng máy không tốt .,0,general
thầy giảng bài hay và có mở rộng thêm kiến thức bên ngoài .,2,general
cách dạy của giảng viên mới lạ và thực tế .,2,general
thầy rất giỏi .,2,general
ít bài tập cho sinh viên .,2,general
có lấy nhiều ví dụ liên hệ thực tiễn .,2,general
"bài tập lớn trong môn học , đóng góp phần lớn điểm yêu cầu sinh viên phải có smartphone và laptop cỡ trung trở lên để thực hiện ( nhận diện giọng nói , nhận diện chữ viết , game với engine phát triển game cho smartphone ) , điều này gây khó khăn cho sinh viên không có điều kiện , yêu cầu sinh viên tìm hiểu các framework chưa từng nghe tên để làm bài tập .",0,general
cần áp đặt việc kiểm tra bài cũ và bài mới trên giờ học nhiều hơn .,0,general
giờ học khá nhiều .,0,general
thầy nên cho bài tập môn hệ điều hành nhiều hơn nữa .,0,general
bài giảng tạo cảm giác hứng thú và tiếp thu bài tốt .,2,general
giảng viên giảng dạy hay .,2,general
"nhiệt tình , thân thiện với sinh viên .",2,general
thầy truyền đạt kiến thức chưa tốt .,0,general
giúp em biết được một phần thực tế của công việc sau này .,2,general
"giảng viên tận tâm , nhiệt tình , gần gũi với sinh viên .",2,general
giải chi tiết bài .,2,general
"giảng viên giảng dạy nhiệt tình , nội dung giảng dạy đầy đủ , ôn tập sát với nội dung kiểm tra .",2,general
môn học khá khó không phù hợp .,0,general
hiện tại môn học còn mang tính lý thuyết quá nặng .,0,general
"ngoài ra , có bài không thấy yêu cầu nộp video nên em nộp code không cũng bị trừ , bài cuối thầy dặn không cần làm cũng chấm em 0 điểm .",0,general
thầy khá là tận tâm trong việc truyền đạt kiến thức .,0,general
"nhiệt tình , vui tính , hòa đồng , dễ gần gũi .",2,general
đánh giá tính chuyên cần .,1,general
không trả lời mail từ sinh viên .,0,general
"thầy có thể soạn thêm nhiều dạng bài tập , để khi thi mấy bạn đỡ bỡ ngỡ hơn , kết quả sẽ tốt hơn .",0,general
nhiều việc cần xử lý .,0,general
"gần gũi , vui vẻ với sinh viên .",2,general
thực hành ngay trên lớp lý thuyết thì sẽ hay hơn .,0,general
nhiệt tình tận tâm với học sinh .,2,general
phân chia dụng cụ luyện tập chưa hợp lý .,0,general
cho nhiều bài tập đa dạng .,2,general
"tại sao có rất nhiều vấn đề hay liên quan đến phần mềm nhà trường lại không dạy , dành ra 4 chỉ cho môn "" đặc tả hình thức "" chỉ để đóng học phí và học đối phó cho qua .",0,general
nghỉ và học bù hơi nhiều .,0,general
thầy nên cho bọn em xem code chạy thử colonsmallsmile .,0,general
"thầy giảng dạy rất nhiệt tình , dễ hiểu .",2,general
tăng cường một số tài liệu học cơ bản .,0,general
phải bỏ tiền học lại .,0,general
bài tập theo sát đề cương .,2,general
chưa gặp lần nào .,1,general
"project môn học thầy wzjwz180 yêu cầu làm ở mức độ tìm hiểu , nhưng lúc lên báo với thầy wzjwz181 thì thầy không chấp nhận .",0,general
nói những vấn đề không liên quan .,0,general
"giảng viên vui vẻ , nhiệt tình , thân thiện , cách diễn đạt tự nhiên dễ hiểu .",2,general
"thầy dạy rất chuẩn và nhiệt tình , kèm theo thời gian tập luyện và nghỉ ngơi hợp lý !",2,general
"cô giảng dạy nhiệt tình , cô bài tập trên courses nhiều dù có vắng mặt hay lơ là trong lúc học vẫn nắm được bài và học tốt .",2,general
"bài tập nhiều , có nhiều câu hỏi hay .",2,general
"giảng viên là người giảng dạy nhiệt tình , khả năng truyền đạt cực kỳ tốt , tài liệu đi kèm môn học hay .",2,general
"phương pháp dạy của cô đạt hiệu quả với sinh viên yếu , kém nhưng lại nhàm chán , tốn khá nhiều thời gian cho sinh viên học mức khá giỏi trở lên , kiến thức mới ngoài giáo trình mạng lại chưa nhiều , gần như không .",0,general
hy vọng thầy đảm bảo thời gian lên lớp đủ 30 tiết .,0,general
nên hướng dẫn sinh viên nhiều hơn .,0,general
cô vào trễ .,0,general
"giảng viên dạy dễ hiểu , quan tâm đến học sinh .",2,general
"thầy dạy không dạy nhiều trong mỗi buổi học , thời gian dạy trên lớp không đảm bảo .",0,general
"nhiệt tình với sinh viên , có kiến thức tốt .",2,general
truyền đạt kiến thức tốt .,2,general
"giáo viên dạy nhiệt tình , kết hợp với nhiều ví dụ cụ thể làm bài giảng dễ hiểu , vui vẻ trong quá trình giảng bài .",2,general
"giảng dạy kỹ , quan tâm sinh viên .",2,general
"giảng viên nhiệt tình , kết hợp truyền đạt nhiều kiến thức trong thực tiễn .",2,general
cần những hướng dẫn chi tiết hơn vì tiếp xúc những cái mới thực hành môn lập trình nhúng thầy không hướng dẫn sinh viên mà để sinh viên tự làm 100% .,0,general
